conversation_history	query	rewrited_query	answer	unique_idx	candidates
['turn 1: Invoke the video camera software. -> Video camera software is up and running.']	I need to open the camera in photo mode. Please launch the still image camera.	I need to open the camera in photo mode. Please launch the still image camera.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	INTENT_ACTION_VIDEO_CAMERA-902-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_VIEW_CALL_LOG', 'ACTION_VIEW_WEB_HISTORY', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SHOW_TIMERS', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: Switch alarm 12 to 03:30 with ringtone 'uri://morning_call'. -> Got it! Alarm 12 is now set for 3:30\xa0AM using your 'uri://morning_call' ringtone.""]"	Activate the system's still camera so I can quickly snap a photo.	Activate the system's still camera so I can quickly snap a photo.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_EDIT_ALARM-1651-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['get_contact_info_from_uri', 'ACTION_INSERT_EVENT', 'get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SET_ALARM']
['turn 1: Could you load the Excel file content://spreadsheets/plan.xlsx, MIME application/vnd.openxmlformats-officedocument.spreadsheetml.sheet? -> Excel workbook loaded from content://spreadsheets/plan.xlsx.']	Kindly start the still image capture app on my smartphone to take a picture.	Kindly start the still image capture app on my smartphone to take a picture.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_OPEN_CONTENT-270-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['dial', 'ACTION_CREATE_DOCUMENT', 'ACTION_OPEN_DOCUMENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CALL_LOG']
['turn 1: Show me the contract PDF at content://docs/contract.pdf -> Contract PDF is ready for you at content://docs/contract.pdf.']	I want to shoot a photo; please launch the still mode camera on my phone.	I want to shoot a photo; please launch the still mode camera on my phone.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_OPEN_CONTENT-269-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_INSERT_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CALL_LOG', 'ACTION_SET_TIMER', 'ACTION_SHOW_TIMERS']
['turn 1: Cut content://tutorials/design.mp4 so that it ends at 2:30. -> All done! design.mp4 now finishes at 2:30. Here’s your trimmed file: content://media/edited_video_002.mp4. Would you like to preview it?']	Turn on the camera app to capture a still image.	Turn on the camera app to capture a still image.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_EDIT_VIDEO-1727-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_OPEN_DOCUMENT', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"[""turn 1: Schedule a study session 'Physics Group' on July 3, 2024 from 6pm to 8pm, location: Science Building room 5. -> Your 'Physics Group' study session is booked for July 3, 2024, 6:00\xa0PM–8:00\xa0PM in Science Building room\xa05. View it at content://calendar/event/1006""]"	Please open the photo camera function on my device so I can take a snapshot.	Please open the photo camera function on my device so I can take a snapshot.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_INSERT_EVENT-471-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_EDIT_ALARM', 'ACTION_VIEW_WEB_HISTORY', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_EVENT', 'ACTION_EDIT_DOCUMENT']
"[""turn 1: Access my 'Indie Discoveries' playlist. -> Playlist 'Indie Discoveries': Tame Impala – The Less I Know The Better; Arctic Monkeys – Do I Wanna Know?; Florence + The Machine – Dog Days Are Over; Vampire Weekend – A-Punk""]"	Get my phone ready for taking a photo by launching its still image camera.	Get my phone ready for taking a photo by launching its still image camera.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_VIEW_PLAYLIST-2134-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_EDIT_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"[""turn 1: Hey, let's fix Natalie Reed's phone and address in content://contacts/people/natalie_r. New phone: 555-0001, address: 123 Oak Lane. -> Got it! Opening the contact editor for Natalie Reed (URI: content://contacts/people/natalie_r) with phone 555-0001 and address 123 Oak Lane.""]"	I'd like to capture a moment; please start the still-image camera.	I'd like to capture a moment; please start the still-image camera.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_EDIT_CONTACT-89-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['web_search', 'ACTION_VIEW_CONTACT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_VIDEO', 'dial']
"[""turn 1: Can you fetch all the timers I've set? -> You have 3 timers running: 2 minutes - Tea, 15 minutes - Laundry, 30 minutes - Coding.""]"	Open my camera app in still-image mode, please.	Open my camera app in still-image mode, please.	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_SHOW_TIMERS-1880-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_VIEW_SENT_MESSAGES', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'play_video', 'ACTION_SET_ALARM', 'web_search']
['turn 1: I want to save a draft web page as DraftPage.html. -> DraftPage.html is ready for you at content://documents/DraftPage.html.']	Could you activate the still photo camera on my phone?	Could you activate the still photo camera on my phone?	{'plan': 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'arguments': {}}	ACTION_CREATE_DOCUMENT-12-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR	['ACTION_EDIT_VIDEO', 'ACTION_GET_RINGTONE', 'ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
