query	candidates	generation	gt	plan	arguments	all	file
Is there a way to turn my text input into an app?	['locator', 'SuperchargeMyEV', 'AusPetrolPrices', 'AppyPieAIAppBuilder', 'noteable']	{'plan': 'AppyPieAIAppBuilder', 'arguments': {}}	{'plan': 'AppyPieAIAppBuilder', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there a way to use multiple AI agents to solve this problem?	['RepoTool', 'MixerBox_WebSearchG_web_search', 'aiAgents', 'talkfpl', 'word_counter']	{'plan': 'aiAgents', 'arguments': {}}	{'plan': 'aiAgents', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there a way to use natural language to generate an SQL query?	['clinq', 'Horoscopes_by_Inner_Self', 'AI2sql', 'timemachine', 'talkfpl']	{'plan': 'AI2sql', 'arguments': {}}	{'plan': 'AI2sql', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there a way to visualize US Census data?	['cloudflare_radar', 'sakenowa', 'AI2sql', 'Visla', 'blockatlas']	{'plan': 'blockatlas', 'arguments': {}}	{'plan': 'blockatlas', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there an AI powered tool I can use to scan websites for potential security threats?	['WebRewind', 'Dr_Thoths_Tarot', 'hubbubworld_hubbub_1', 'hackit_web_scanner', 'noteable']	{'plan': 'hackit_web_scanner', 'arguments': {}}	{'plan': 'hackit_web_scanner', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there an automated way to make a car sales ad?	['CarYardBard', 'ResearchFinder', 'GifApi', 'TripTool', 'heygen']	{'plan': 'CarYardBard', 'arguments': {}}	{'plan': 'CarYardBard', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there an easy way to create a QR code?	['AppyPieAIAppBuilder', 'webhooks', 'local', 'C3_Glide', 'qreator']	{'plan': 'qreator', 'arguments': {}}	{'plan': 'qreator', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there an option to play against a grandmaster?	['noteable', 'jini', 'ChartTool', 'Chess', 'NotesTool']	{'plan': 'Chess', 'arguments': {}}	{'plan': 'Chess', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Is there any available car park lots in HDB?	['buildbetter', 'Chess', 'qreator', 'PodcastTool', 'hdbcarpark']	{'plan': 'hdbcarpark', 'arguments': {}}	{'plan': 'hdbcarpark', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Please convert ABC notation to sheet music.	['cloudflare_radar', 'ad4mat', 'abc_to_audio', 'TripAdviceTool', 'keyplays_football']	{'plan': 'abc_to_audio', 'arguments': {}}	{'plan': 'abc_to_audio', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Please display previews of the 3D assets.	['hdbcarpark', 'qreator', 'Magnetis', 'ProductComparison', 'assetOvi']	{'plan': 'assetOvi', 'arguments': {}}	{'plan': 'assetOvi', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Please generate a word cloud from this text.	['exportchat', 'diceroller', 'WordCloud', 'C3_Glide', 'universal']	{'plan': 'WordCloud', 'arguments': {}}	{'plan': 'WordCloud', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Please help me craft the perfect prompt.	['rephrase', 'FinanceTool', 'korea_subway', 'AusSurfReport', 'aiAgents']	{'plan': 'perfect', 'arguments': {}}	{'plan': 'rephrase', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Show me 3D assets I can use.	['shimmer_daily', 'assetOvi', 'uberchord', 'keyplays_football', 'abc_to_audio']	{'plan': 'assetOvi', 'arguments': {}}	{'plan': 'assetOvi', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Show me the top-rated digital agencies.	['Magnetis', 'form', 'SuperchargeMyEV', 'WebRewind', 'find_agency']	{'plan': 'find_agency', 'arguments': {'service': 'digital'}}	{'plan': 'find_agency', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Take me back to the Victorian era!	['timeport', 'VideoSummarizeTool', 'AutoInfra1', 'ChatOCR', 'MapTool']	{'plan': 'timeport', 'arguments': {}}	{'plan': 'timeport', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What AI plugin can I use to develop better products?	['SceneXplain', 'Puzzle_Constructor', 'reflect_notes', 'kraftful', 'MediaTool']	{'plan': 'kraftful', 'arguments': {}}	{'plan': 'kraftful', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What AI-based investing tools can you recommend?	['AbleStyle', 'Man_of_Many', 'portfoliopilot', 'fundsdbsearch', 'TripTool']	{'plan': 'portfoliopilot', 'arguments': {}}	{'plan': 'portfoliopilot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are my streaming options for this show?	['ad4mat', 'dev', 'ArtCollection', 'what_to_watch', 'magi_codex']	{'plan': 'what_to_watch', 'arguments': {}}	{'plan': 'what_to_watch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are my transfer options for this week?	['SuperchargeMyEV', 'Visla', 'Figlet', 'talkfpl', 'social_media_muse']	{'plan': 'talkfpl', 'arguments': {'week': 'this week'}}	{'plan': 'talkfpl', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are people talking about when they search the keyword 'ChatGPT'?	['champdex', 'storybird_stories', 'ph_ai_news_query', 'Now', 'diceroller']	{'plan': 'now', 'arguments': {'query': 'ChatGPT'}}	{'plan': 'Now', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
What are some best practices for product development?	['CranePumpsManuals', 'C3_Glide', 'StrologyTool', 'diceroller', 'kraftful']	{'plan': 'kraftful', 'arguments': {}}	{'plan': 'kraftful', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are some fashionable outfits I can wear today?	['uk_politics', 'universal', 'AbleStyle', 'ShoppingAssistant', 'Chess']	{'plan': 'AbleStyle', 'arguments': {}}	{'plan': 'AbleStyle', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are some good Father's Day gifts?	['FinanceTool', 'MemeTool', 'hadith', 'clinical_trial_radar', 'shimmer_daily']	"{'plan': 'shimmer_daily', 'arguments': {'day': ""Father's Day""}}"	{'plan': 'shimmer_daily', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are some good gift ideas for men?	['MemeTool', 'webhooks', 'TicTacToe', 'Man_of_Many', 'CranePumpsManuals']	{'plan': 'Man_of_Many', 'arguments': {}}	{'plan': 'Man_of_Many', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are some learning activities I can do with my kids?	['hacktrack', 'ABCmouse', 'SASpeedCameras', 'MixerBox_Translate_AI_language_tutor', 'clinical_trial_radar']	{'plan': 'ABCmouse', 'arguments': {}}	{'plan': 'ABCmouse', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are some of the latest fashion trends?	['cloudflare_radar', 'Man_of_Many', 'MemoryTool', 'webhooks', 'recipe_retrieval']	{'plan': 'Man_of_Many', 'arguments': {}}	{'plan': 'Man_of_Many', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are some tips for creating images with Midjourney?	['ImageSearch', 'photorealistic', 'buildbetter', 'GiftTool', 'StrologyTool']	{'plan': 'photorealistic', 'arguments': {'prompt': 'tips for creating images with Midjourney'}}	{'plan': 'photorealistic', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the action items I need to complete?	['SEOTool', 'ai_council', 'ApexMap', 'dart', 'MediaModifyTool']	{'plan': 'dart', 'arguments': {}}	{'plan': 'dart', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the best laptops on the market?	['Man_of_Many', 'Substack_IQ', 'smarttsicketsai', 'ChatOCR', 'Chess']	{'plan': 'Man_of_Many', 'arguments': {}}	{'plan': 'Man_of_Many', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the best PPC ads for a specific domain?	['competitorppcads', 'Now', 'CharityTool', 'RoboAd', 'blockatlas']	{'plan': 'competitorppcads', 'arguments': {'website address': 'specific domain'}}	{'plan': 'competitorppcads', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the best tools for hiring remote writers?	['MyWritingCompanion', 'Review', 'hadith', 'CranePumpsManuals', 'find_agency']	{'plan': 'MyWritingCompanion', 'arguments': {}}	{'plan': 'MyWritingCompanion', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the best tools to help me automate my web app deployment?	['Glowing', 'Sudoku', 'HouseRentingTool', 'deployscript', 'Figlet']	{'plan': 'deployscript', 'arguments': {}}	{'plan': 'deployscript', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the best ways to form new habits?	['word_sneak', 'ai_council', 'mini_habits', 'buildbetter', 'GiftTool']	{'plan': 'mini_habits', 'arguments': {}}	{'plan': 'mini_habits', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the coordinates of the ISS?	['AutoInfra1', 'locator', 'website_performance_insights', 'ChartTool', 'TicTacToe']	{'plan': 'locator', 'arguments': {}}	{'plan': 'locator', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the current Internet traffic patterns?	['Tax_Calculator', 'AI2sql', 'cloudflare_radar', 'bramework', 'NotesTool']	{'plan': 'cloudflare_radar', 'arguments': {}}	{'plan': 'cloudflare_radar', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the current wave conditions in Sydney?	['VideoSummarizeTool', 'video_highlight', 'WebRewind', 'AusSurfReport', 'MixerBox_Translate_AI_language_tutor']	{'plan': 'AusSurfReport', 'arguments': {'location': 'Sydney'}}	{'plan': 'AusSurfReport', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the differences between these two cars?	['copilot', 'webhooks', 'find_agency', 'TalentOrg', 'TripTool']	{'plan': 'copilot', 'arguments': {}}	{'plan': 'copilot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the functions of JavaScript in writing webhooks?	['Checkers', 'webhooks', 'blockatlas', 'MediaModifyTool', 'Horoscopes_by_Inner_Self']	{'plan': 'webhooks', 'arguments': {}}	{'plan': 'webhooks', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the keyword insights available?	['keywordexplorer', 'Man_of_Many', 'ProductSearch', 'bramework', 'Horoscopes_by_Inner_Self']	{'plan': 'bramework', 'arguments': {}}	{'plan': 'bramework', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the latest headlines?	['AppyPieAIAppBuilder', 'tira', 'clinical_trial_radar', 'Man_of_Many', 'AusSurfReport']	{'plan': 'Man_of_Many', 'arguments': {}}	{'plan': 'Man_of_Many', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the latest PPC ads for a certain website?	['RestaurantBookingTool', 'RoboAd', 'sakenowa', 'Man_of_Many', 'competitorppcads']	{'plan': 'competitorppcads', 'arguments': {'website_address': 'certain website'}}	{'plan': 'competitorppcads', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the latest tweets about [topic]?	['RestaurantBookingTool', 'Chess', 'socialsearch', 'Now', 'KalendarAI']	{'plan': 'socialsearch', 'arguments': {'tweets': ['the latest tweets about ', {'keyword': '[topic]'}]}}	{'plan': 'socialsearch', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the local animal transporters in my area?	['TripTool', 'haulingbuddies', 'internetSearch', 'dover_outreach', 'stellarexplorer']	{'plan': 'haulingbuddies', 'arguments': {'location': 'my area'}}	{'plan': 'haulingbuddies', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the most popular Twitter accounts related to [topic]?	['DataRetrievalTool', 'calculator', 'socialsearch', 'internetSearch', 'ChartTool']	{'plan': 'socialsearch', 'arguments': {'query': '[topic]'}}	{'plan': 'socialsearch', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the popular search keywords?	['socialsearch', 'shimmer_daily', 'Creaticode_Extension_of_MIT_Scratch', 'chatspot', 'web_scraper']	{'plan': 'chatspot', 'arguments': {'task': 'search_keyword_research'}}	{'plan': 'chatspot', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are the PPC ads of my competitors?	['competitorppcads', 'magi_codex', 'universal', 'Figlet', 'brandfetch']	{'plan': 'competitorppcads', 'arguments': {}}	{'plan': 'competitorppcads', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the stats on this Magic card?	['magi_codex', 'word_counter', 'Review', 'stellarexplorer', 'tira']	{'plan': 'magi_codex', 'arguments': {}}	{'plan': 'magi_codex', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the theme park waiting times near me?	['themeparkhipster', 'seoanalysis', 'speechki_tts_plugin', 'WebsiteTool', 'dev']	{'plan': 'themeparkhipster', 'arguments': {}}	{'plan': 'themeparkhipster', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the top beauty brands?	['Checkers', 'Review', 'ai_council', 'ad4mat', 'tira']	{'plan': 'tira', 'arguments': {}}	{'plan': 'tira', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the top Google Trends?	['universal', 'heygen', 'Now', 'Dr_Thoths_Tarot', 'Bohita']	{'plan': 'Now', 'arguments': {}}	{'plan': 'Now', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the top trending topics on Twitter right now?	['sakenowa', 'socialsearch', 'Figlet', 'copilot', 'FinanceTool']	{'plan': 'socialsearch', 'arguments': {}}	{'plan': 'socialsearch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What are the trending topics on Twitter in Japan?	['PodcastTool', 'abc_to_audio', 'MemeTool', 'Now', 'Talkface_IELTS_Prep']	{'plan': 'Now', 'arguments': {'task': 'Twitter keywords'}}	{'plan': 'Now', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What are your top tips for growing plants indoors?	['RestaurantBookingTool', 'Visla', 'IndoorPlants', 'hubbubworld_hubbub_1', 'JobTool']	{'plan': 'IndoorPlants', 'arguments': {}}	{'plan': 'IndoorPlants', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What articles can you suggest from DEV Community?	['dev', 'Algorithma', 'ApexMap', 'crafty_clues', 'Visla']	{'plan': 'dev', 'arguments': {}}	{'plan': 'dev', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What automation services can I use to advertise my business?	['hubbubworld_hubbub_1', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'korea_subway', 'noteable', 'TalentOrg']	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What Broadway shows are playing in NYC right now?	['Broadway', 'aiAgents', 'ShoppingAssistant', 'Substack_IQ', 'talkfpl']	{'plan': 'Broadway', 'arguments': {}}	{'plan': 'Broadway', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can I do to improve the SEO of my website?	['seoanalysis', 'JobTool', 'MapTool', 'AusPetrolPrices', 'DataRetrievalTool']	{'plan': 'seoanalysis', 'arguments': {}}	{'plan': 'seoanalysis', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can I do to make my content more engaging?	['MyWritingCompanion', 'WebRewind', 'Bohita', 'cloudflare_radar', 'AusPetrolPrices']	{'plan': 'MyWritingCompanion', 'arguments': {}}	{'plan': 'MyWritingCompanion', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can I learn about the competitive landscape?	['bramework', 'Man_of_Many', 'word_sneak', 'crafty_clues', 'ResearchHelper']	{'plan': 'research', 'arguments': {}}	{'plan': 'bramework', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
What can I learn about this time period?	['decision_journal', 'CreditYelp', 'stellarexplorer', 'timeport', 'ResearchFinder']	{'plan': 'timeport', 'arguments': {}}	{'plan': 'timeport', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can I learn from Cloudflare Radar?	['CarYardBard', 'CTCP', 'EarthquakeTool', 'speechki_tts_plugin', 'cloudflare_radar']	{'plan': 'cloudflare_radar', 'arguments': {}}	{'plan': 'cloudflare_radar', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can you do to help me with Magic	['hacktrack', 'Checkers', 'magi_codex', 'hackit_web_scanner', 'recipe_retrieval']	{'plan': 'magi_codex', 'arguments': {}}	{'plan': 'magi_codex', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can you tell me about Mars Rovers?	['MapTool', 'stellarexplorer', 'diceroller', 'ProductComparison', 'IndoorPlants']	{'plan': 'stellarexplorer', 'arguments': {}}	{'plan': 'stellarexplorer', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What can you tell me about this image?	['SceneXplain', 'CourseTool', 'JobTool', 'haulingbuddies', 'WebsiteTool']	{'plan': 'SceneXplain', 'arguments': {}}	{'plan': 'SceneXplain', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What cars should I consider based on my budget and needs?	['noteable', 'QuiverQuantitative', 'MyWritingCompanion', 'copilot', 'speechki_tts_plugin']	{'plan': 'copilot', 'arguments': {'budget': None, 'needs': None}}	{'plan': 'copilot', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What clinical trial data is available?	['clinical_trial_radar', 'MediaModifyTool', 'aiAgents', 'create_qr_code', 'what_to_watch']	{'plan': 'clinical_trial_radar', 'arguments': {}}	{'plan': 'clinical_trial_radar', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What colors are associated with this brand?	['CompanyInfoTool', 'TripTool', 'brandfetch', 'AppyPieAIAppBuilder', 'Algorithma']	{'plan': 'brandfetch', 'arguments': {}}	{'plan': 'brandfetch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What cosmetics are available?	['URLTool', 'sakenowa', 'hacktrack', 'tira', 'Algorithma']	{'plan': 'tira', 'arguments': {}}	{'plan': 'tira', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What data do you have about stock trading in Congress?	['SSH', 'sakenowa', 'WordCloud', 'Horoscopes_by_Inner_Self', 'QuiverQuantitative']	{'plan': 'QuiverQuantitative', 'arguments': {}}	{'plan': 'QuiverQuantitative', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What did the commentators say about the last match?	['keyplays_football', 'dev', 'korea_subway', 'keywordexplorer', 'abc_to_audio']	{'plan': 'keyplays_football', 'arguments': {}}	{'plan': 'keyplays_football', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What do the array indices represent?	['calculator', 'ResearchHelper', 'ChatOCR', 'TicTacToe', 'competitorppcads']	{'plan': 'ResearchHelper', 'arguments': {'question': 'What are array indices used for?'}}	{'plan': 'TicTacToe', 'arguments': {}}	fail	fail	fail	metatool_testset.tsv
What do you know about insider trading?	['QuiverQuantitative', 'speak', 'hacktrack', 'tira', 'Tax_Calculator']	{'plan': 'QuiverQuantitative', 'arguments': {}}	{'plan': 'QuiverQuantitative', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What does SceneXplain do?	['SEOTool', 'fundsdbsearch', 'SceneXplain', 'SASpeedCameras', 'locator']	{'plan': 'SceneXplain', 'arguments': {}}	{'plan': 'SceneXplain', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What does the /start command do?	['Algorithma', 'qreator', 'Puzzle_Constructor', 'CranePumpsManuals', 'dover_outreach']	{'plan': '/start', 'arguments': {}}	{'plan': 'Algorithma', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
What font does this company use?	['Dr_Thoths_Tarot', 'cloudflare_radar', 'bramework', 'TicTacToe', 'brandfetch']	{'plan': 'brandfetch', 'arguments': {}}	{'plan': 'brandfetch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What frameworks can I use to improve my copywriting?	['tailor_erp', 'copywriter', 'dart', 'timemachine', 'AbleStyle']	{'plan': 'copywriter', 'arguments': {}}	{'plan': 'copywriter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What fun activities can I do?	['AbleStyle', 'seoanalysis', 'NotesTool', 'hackit_web_scanner', 'Checkers']	{'plan': 'None', 'arguments': {}}	{'plan': 'Checkers', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
What funding options are available?	['URLTool', 'socialsearch', 'qreator', 'GifApi', 'fundsdbsearch']	{'plan': 'fundsdbsearch', 'arguments': {}}	{'plan': 'fundsdbsearch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What funds are available on FundsDB?	['fundsdbsearch', 'SuperchargeMyEV', 'timemachine', 'hacktrack', 'Figlet']	{'plan': 'fundsdbsearch', 'arguments': {}}	{'plan': 'fundsdbsearch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What game can I play?	['ProductSearch', 'hackit_web_scanner', 'clearbit_integration', 'tailor_erp', 'Checkers']	{'plan': 'Checkers', 'arguments': {}}	{'plan': 'Checkers', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What guitar chord should I use for this song?	['Now', 'RoboAd', 'form', 'uberchord', 'ResumeTool']	{'plan': 'uberchord', 'arguments': {'chord_name': None}}	{'plan': 'uberchord', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What Hadith can I find on the topic of patience?	['AppyPieAIAppBuilder', 'abc_to_audio', 'hadith', 'CharityTool', 'Tax_Calculator']	{'plan': 'hadith', 'arguments': {'topic': 'patience'}}	{'plan': 'hadith', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What hashtags are being used in tweets about [topic]?	['dev', 'LawTool', 'socialsearch', 'heygen', 'Broadway']	{'plan': 'socialsearch', 'arguments': {'query': '[topic]'}}	{'plan': 'socialsearch', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What health products can I find?	['dover_outreach', 'tira', 'PodcastTool', 'CarYardBard', 'RestaurantBookingTool']	{'plan': 'tira', 'arguments': {'query': 'health products'}}	{'plan': 'tira', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What improvements can be made to the sales copy on this page?	['SummarizeAnything_pr', 'copywriter', 'web_requests', 'ad4mat', 'find_agency']	{'plan': 'copywriter', 'arguments': {'URL': None}}	{'plan': 'copywriter', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What information can you give me about lobbying?	['ProductComparison', 'cloudflare_radar', 'QuiverQuantitative', 'video_highlight', 'seoanalysis']	{'plan': 'QuiverQuantitative', 'arguments': {}}	{'plan': 'QuiverQuantitative', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What information do I get about my calls?	['Figlet', 'clinq', 'ShoppingAssistant', 'CharityTool', 'Magnetis']	{'plan': 'clinq', 'arguments': {}}	{'plan': 'clinq', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What information do you have about the brand?	['socialsearch', 'AusPetrolPrices', 'brandfetch', 'dev', 'website_performance_insights']	{'plan': 'brandfetch', 'arguments': {}}	{'plan': 'brandfetch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What information is available for a pump with XYZ model number?	['locator', 'uk_politics', 'CranePumpsManuals', 'keyplays_football', 'hacktrack']	{'plan': 'CranePumpsManuals', 'arguments': {'model_number': 'XYZ'}}	{'plan': 'CranePumpsManuals', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What investing recommendations do you have for me?	['portfoliopilot', 'GameTool', 'C3_Glide', 'universal', 'LarkBaseImporter']	{'plan': 'portfoliopilot', 'arguments': {}}	{'plan': 'portfoliopilot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is affiliate marketing?	['recipe_retrieval', 'HousePurchasingTool', 'ArtCollection', 'ResumeTool', 'ad4mat']	{'plan': 'ad4mat', 'arguments': {}}	{'plan': 'ad4mat', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is an immersive game?	['MemoryTool', 'Algorithma', 'Puzzle_Constructor', 'Horoscopes_by_Inner_Self', 'Creaticode_Extension_of_MIT_Scratch']	{'plan': 'Algorithma', 'arguments': {}}	{'plan': 'Algorithma', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is AzothCorp's relationship with Mnemosyne Labs?	['magi_codex', 'tailor_erp', 'Dr_Thoths_Tarot', 'SummarizeAnything_pr', 'decision_journal']	{'plan': 'Dr_Thoths_Tarot', 'arguments': {'company': 'AzothCorp'}}	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is Magnetis?	['CourseTool', 'dart', 'Magnetis', 'ndricks_sports_api', 'WebsiteTool']	{'plan': 'Magnetis', 'arguments': {}}	{'plan': 'Magnetis', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is Man of Many?	['AutoInfra1', 'JobTool', 'search', 'Now', 'Man_of_Many']	{'plan': 'Man_of_Many', 'arguments': {}}	{'plan': 'Man_of_Many', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is my daily horoscope?	['Agones', 'mini_habits', 'tailor_erp', 'SummarizeAnything_pr', 'Horoscopes_by_Inner_Self']	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is my zodiac sign?	['PodcastTool', 'uberchord', 'Horoscopes_by_Inner_Self', 'ndricks_sports_api', 'BookTool']	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is Planfit?	['internetSearch', 'MemoryTool', 'Zapier', 'themeparkhipster', 'Planfit']	{'plan': 'Planfit', 'arguments': {}}	{'plan': 'Planfit', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the air quality like in my area?	['airqualityforeast', 'RepoTool', 'uberchord', 'timemachine', 'timeport']	{'plan': 'airqualityforeast', 'arguments': {}}	{'plan': 'airqualityforeast', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the air quality like in the US?	['MemeTool', 'internetSearch', 'PDF&URLTool', 'airqualityforeast', 'diceroller']	{'plan': 'airqualityforeast', 'arguments': {}}	{'plan': 'airqualityforeast', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the average daily petrol cost in Australia?	['metaphor_search_api', 'assetOvi', 'AusPetrolPrices', 'Man_of_Many', 'diceroller']	{'plan': 'AusPetrolPrices', 'arguments': {}}	{'plan': 'AusPetrolPrices', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the average daily petrol price in Australia?	['keyplays_football', 'AusPetrolPrices', 'Checkers', 'PolishTool', 'smarttsicketsai']	{'plan': 'AusPetrolPrices', 'arguments': {}}	{'plan': 'AusPetrolPrices', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the average petrol price in my city?	['EmailByNylas', 'AI2sql', 'AusPetrolPrices', 'Puzzle_Constructor', 'speak']	{'plan': 'AusPetrolPrices', 'arguments': {'city': 'my city'}}	{'plan': 'AusPetrolPrices', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the average petrol price in my state?	['TicTacToe', 'hacktrack', 'webhooks', 'AusPetrolPrices', 'rephrase']	{'plan': 'AusPetrolPrices', 'arguments': {}}	{'plan': 'AusPetrolPrices', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
What is the average price of petrol in my region?	['Zapier', 'webhooks', 'AusPetrolPrices', 'LawTool', 'decision_journal']	{'plan': 'AusPetrolPrices', 'arguments': {'region': 'my region'}}	{'plan': 'AusPetrolPrices', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
What is the beach forecast for Manly Beach?	['CarYardBard', 'keyplays_football', 'AusSurfReport', 'BookTool', 'Checkers']	{'plan': 'AusSurfReport', 'arguments': {'location': 'Manly Beach'}}	{'plan': 'AusSurfReport', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
