conversation_history	query	rewrited_query	candidates	generation	gt	plan	arguments	all	file
[]	Bitte rufe die Nummer 555-0033 an.	Bitte rufe die Nummer 555-0033 an.	['ACTION_IMAGE_CAPTURE', 'dial', 'web_search', 'ACTION_PICK', 'ACTION_SET_TIMER']	{'plan': 'dial', 'arguments': {'phone_number': '555-0033'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-0033'}}	pass	pass	pass	droidcall_tc.tsv
[]	I'd like to talk to someone at 1-800-432-1000; can you dial that number?	I'd like to talk to someone at 1-800-432-1000; can you dial that number?	['search_location', 'send_email', 'ACTION_GET_RINGTONE', 'open_settings', 'dial']	{'plan': 'dial', 'arguments': {'phone_number': '1-800-432-1000'}}	{'plan': 'dial', 'arguments': {'phone_number': '1-800-432-1000'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please make a call to 555-0001.	Please make a call to 555-0001.	['ACTION_IMAGE_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'web_search', 'dial']	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	pass	pass	pass	droidcall_tc.tsv
[]	Execute a phone call to 03-1234-5678, thanks!	Execute a phone call to 03-1234-5678, thanks!	['ACTION_SET_ALARM', 'ACTION_SHOW_ALARMS', 'dial', 'ACTION_GET_RINGTONE', 'search_location']	{'plan': 'dial', 'arguments': {'phone_number': '03-1234-5678'}}	{'plan': 'dial', 'arguments': {'phone_number': '03-1234-5678'}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to speak with someone on 555-0039, please dial the number.	I want to speak with someone on 555-0039, please dial the number.	['ACTION_VIEW_CONTACT', 'dial', 'ACTION_GET_RINGTONE', 'open_settings', 'ACTION_VIDEO_CAPTURE']	{'plan': 'dial', 'arguments': {'phone_number': '555-0039'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-0039'}}	pass	pass	pass	droidcall_tc.tsv
[]	Help me out by calling 555-0015 immediately.	Help me out by calling 555-0015 immediately.	['search_location', 'dial', 'ACTION_GET_CONTENT', 'ACTION_SET_ALARM', 'ACTION_IMAGE_CAPTURE']	{'plan': 'dial', 'arguments': {'phone_number': '555-0015'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-0015'}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you ring me at +49-30-123456?	Could you ring me at +49-30-123456?	['ACTION_SET_ALARM', 'dial', 'ACTION_EDIT_CONTACT', 'get_contact_info', 'ACTION_CREATE_DOCUMENT']	{'plan': 'dial', 'arguments': {'phone_number': '+49-30-123456'}}	{'plan': 'dial', 'arguments': {'phone_number': '+49-30-123456'}}	pass	pass	pass	droidcall_tc.tsv
[]	For assistance, please call 321-654-0987.	For assistance, please call 321-654-0987.	['ACTION_INSERT_EVENT', 'INTENT_ACTION_VIDEO_CAMERA', 'dial', 'get_contact_info', 'ACTION_CREATE_DOCUMENT']	{'plan': 'dial', 'arguments': {'phone_number': '321-654-0987'}}	{'plan': 'dial', 'arguments': {'phone_number': '321-654-0987'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to make a call to +86 10 1234 5678.	I need to make a call to +86 10 1234 5678.	['send_message', 'ACTION_IMAGE_CAPTURE', 'dial', 'get_contact_info_from_uri', 'ACTION_VIDEO_CAPTURE']	{'plan': 'dial', 'arguments': {'phone_number': '+86 10 1234 5678'}}	{'plan': 'dial', 'arguments': {'phone_number': '+86 10 1234 5678'}}	pass	pass	pass	droidcall_tc.tsv
[]	What's the phone number of the contact at contact://john_doe?	What's the phone number of the contact at contact://john_doe?	['get_contact_info', 'ACTION_INSERT_CONTACT', 'get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://john_doe', 'info_type': 'phone'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://john_doe', 'info_type': 'phone'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please fetch the address details from contact://randy_location.	Please fetch the address details from contact://randy_location.	['ACTION_IMAGE_CAPTURE', 'search_location', 'ACTION_VIDEO_CAPTURE', 'get_contact_info', 'ACTION_GET_CONTENT']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://randy_location', 'info_type': 'address'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://randy_location', 'info_type': 'address'}}	pass	pass	pass	droidcall_tc.tsv
[]	What contact information does contact://wendy_summary have?	What contact information does contact://wendy_summary have?	['ACTION_VIEW_CONTACT', 'get_contact_info', 'ACTION_VIDEO_CAPTURE', 'get_contact_info_from_uri', 'web_search']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'contact://wendy_summary'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://wendy_summary'}}	fail	fail	fail	droidcall_tc.tsv
[]	Get the contact summary from this URI: contact://emma_summary.	Get the contact summary from this URI: contact://emma_summary.	['get_contact_info', 'ACTION_OPEN_DOCUMENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'search_location', 'ACTION_SET_TIMER']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://emma_summary'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://emma_summary'}}	pass	pass	pass	droidcall_tc.tsv
[]	I'm looking for address details at contact://doris_residence.	I'm looking for address details at contact://doris_residence.	['get_contact_info', 'ACTION_VIEW_CONTACT', 'send_message', 'ACTION_GET_RINGTONE', 'ACTION_GET_CONTENT']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://doris_residence', 'info_type': 'address'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://doris_residence', 'info_type': 'address'}}	pass	pass	pass	droidcall_tc.tsv
[]	Show me the home address for contact://barry_address.	Show me the home address for contact://barry_address.	['ACTION_VIEW_CONTACT', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'get_contact_info', 'ACTION_INSERT_EVENT']	{'plan': 'ACTION_VIEW_CONTACT', 'arguments': {'contact_uri': 'contact://barry_address'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://barry_address', 'info_type': 'address'}}	fail	fail	fail	droidcall_tc.tsv
[]	I need the email address associated with contact://yvonne_mail.	I need the email address associated with contact://yvonne_mail.	['open_settings', 'ACTION_CREATE_DOCUMENT', 'get_contact_info', 'ACTION_EDIT_CONTACT', 'search_location']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://yvonne_mail', 'info_type': 'email'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://yvonne_mail', 'info_type': 'email'}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you retrieve the full contact summary for contact://dave123?	Could you retrieve the full contact summary for contact://dave123?	['web_search', 'get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_IMAGE_CAPTURE', 'search_location']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://dave123'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://dave123'}}	pass	pass	pass	droidcall_tc.tsv
[]	I would like to view the contact overview at contact://patricia.	I would like to view the contact overview at contact://patricia.	['send_message', 'ACTION_SHOW_ALARMS', 'ACTION_OPEN_DOCUMENT', 'get_contact_info', 'send_email']	{'plan': 'ACTION_SHOW_ALARMS', 'arguments': {}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://patricia'}}	fail	fail	fail	droidcall_tc.tsv
[]	Provide the complete contact details for contact://mike_record.	Provide the complete contact details for contact://mike_record.	['send_message', 'ACTION_IMAGE_CAPTURE', 'send_email', 'search_location', 'get_contact_info']	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://mike_record'}}	{'plan': 'get_contact_info', 'arguments': {'contact_uri': 'contact://mike_record'}}	pass	pass	pass	droidcall_tc.tsv
[]	Fetch the number from content://contacts/phone/555-0001 for my records.	Fetch the number from content://contacts/phone/555-0001 for my records.	['get_contact_info_from_uri', 'search_location', 'ACTION_IMAGE_CAPTURE', 'ACTION_SHOW_ALARMS', 'send_email']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/phone/555-0001'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/phone/555-0001'}}	pass	pass	pass	droidcall_tc.tsv
[]	Using URI content://directory/phone/work_202, fetch the associated phone number.	Using URI content://directory/phone/work_202, fetch the associated phone number.	['send_email', 'ACTION_VIDEO_CAPTURE', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info_from_uri', 'ACTION_IMAGE_CAPTURE']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://directory/phone/work_202'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://directory/phone/work_202'}}	pass	pass	pass	droidcall_tc.tsv
[]	I require the email contact info stored at content://info/contact/email_bob@gmail.com.	I require the email contact info stored at content://info/contact/email_bob@gmail.com.	['get_contact_info_from_uri', 'ACTION_EDIT_CONTACT', 'ACTION_IMAGE_CAPTURE', 'ACTION_CREATE_DOCUMENT', 'send_email']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://info/contact/email_bob@gmail.com'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://info/contact/email_bob@gmail.com'}}	pass	pass	pass	droidcall_tc.tsv
[]	I have a phonebook entry located at content://phonebook/entry/321. Can you extract the info?	I have a phonebook entry located at content://phonebook/entry/321. Can you extract the info?	['ACTION_SHOW_ALARMS', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_CONTACT', 'search_location', 'get_contact_info_from_uri']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://phonebook/entry/321'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://phonebook/entry/321'}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you get the email address via content://mailinglist/email/primary_alice?	Could you get the email address via content://mailinglist/email/primary_alice?	['dial', 'ACTION_INSERT_CONTACT', 'send_message', 'get_contact_info_from_uri', 'ACTION_PICK']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://mailinglist/email/primary_alice'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://mailinglist/email/primary_alice'}}	pass	pass	pass	droidcall_tc.tsv
[]	I'm trying to get a contact's phone number using the content URI content://contacts/data/phone1. Can you fetch it for me?	I'm trying to get a contact's phone number using the content URI content://contacts/data/phone1. Can you fetch it for me?	['get_contact_info', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info_from_uri', 'send_message', 'ACTION_SHOW_ALARMS']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/data/phone1'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/data/phone1'}}	pass	pass	pass	droidcall_tc.tsv
[]	Turn the URI content://data/contact/phone/zephyr_007 into a readable phone number.	Turn the URI content://data/contact/phone/zephyr_007 into a readable phone number.	['ACTION_SET_ALARM', 'ACTION_GET_CONTENT', 'ACTION_VIDEO_CAPTURE', 'get_contact_info_from_uri', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://data/contact/phone/zephyr_007'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://data/contact/phone/zephyr_007'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please extract the phone contact from content://user/contacts/number/mcFly_88.	Please extract the phone contact from content://user/contacts/number/mcFly_88.	['ACTION_INSERT_EVENT', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA', 'send_email', 'get_contact_info_from_uri']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://user/contacts/number/mcFly_88'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://user/contacts/number/mcFly_88'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to extract contact details from content://contactlist/email/jack@example.com. Please retrieve it.	I need to extract contact details from content://contactlist/email/jack@example.com. Please retrieve it.	['get_contact_info_from_uri', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_CONTACT', 'ACTION_SET_TIMER', 'send_message']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contactlist/email/jack@example.com'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contactlist/email/jack@example.com'}}	pass	pass	pass	droidcall_tc.tsv
[]	Get me the phone contact from content://contacts/devices/line/home987.	Get me the phone contact from content://contacts/devices/line/home987.	['search_location', 'ACTION_OPEN_DOCUMENT', 'get_contact_info_from_uri', 'ACTION_VIEW_CONTACT', 'web_search']	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/devices/line/home987'}}	{'plan': 'get_contact_info_from_uri', 'arguments': {'data_uri': 'content://contacts/devices/line/home987'}}	pass	pass	pass	droidcall_tc.tsv
[]	I require access to the input method settings to adjust my keyboard layout.	I require access to the input method settings to adjust my keyboard layout.	['ACTION_GET_RINGTONE', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_IMAGE_CAPTURE', 'ACTION_PICK', 'open_settings']	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	pass	pass	pass	droidcall_tc.tsv
[]	Bring up the input method settings on the device.	Bring up the input method settings on the device.	['send_email', 'ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'open_settings', 'ACTION_SET_TIMER']	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'input_method'}}	pass	pass	pass	droidcall_tc.tsv
[]	Let me check my Bluetooth options on this device.	Let me check my Bluetooth options on this device.	['open_settings', 'get_contact_info', 'ACTION_PICK', 'ACTION_SET_ALARM', 'get_contact_info_from_uri']	{'plan': 'ACTION_PICK', 'arguments': {'data_type': 'bluetooth'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'bluetooth'}}	fail	fail	fail	droidcall_tc.tsv
[]	I need to change my APN settings.	I need to change my APN settings.	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_email', 'get_contact_info', 'send_message', 'open_settings']	{'plan': 'open_settings', 'arguments': {'setting_type': 'apn'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'apn'}}	pass	pass	pass	droidcall_tc.tsv
[]	Bring up the memory card settings to see its current configuration.	Bring up the memory card settings to see its current configuration.	['ACTION_SET_TIMER', 'send_email', 'open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_GET_CONTENT']	{'plan': 'open_settings', 'arguments': {'setting_type': 'memory_card'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'memory_card'}}	pass	pass	pass	droidcall_tc.tsv
[]	I would like to adjust my date and time settings.	I would like to adjust my date and time settings.	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_CONTACT', 'send_email', 'dial']	{'plan': 'open_settings', 'arguments': {'setting_type': 'date'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'date'}}	pass	pass	pass	droidcall_tc.tsv
[]	Let's open the display settings panel.	Let's open the display settings panel.	['open_settings', 'ACTION_INSERT_EVENT', 'ACTION_INSERT_CONTACT', 'send_message', 'INTENT_ACTION_VIDEO_CAMERA']	{'plan': 'open_settings', 'arguments': {'setting_type': 'display'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'display'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to access my location settings to adjust geo-location services.	I need to access my location settings to adjust geo-location services.	['open_settings', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_CONTACT']	{'plan': 'open_settings', 'arguments': {'setting_type': 'location'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'location'}}	pass	pass	pass	droidcall_tc.tsv
[]	Show me the controls for location services.	Show me the controls for location services.	['ACTION_CREATE_DOCUMENT', 'ACTION_GET_CONTENT', 'send_message', 'ACTION_INSERT_EVENT', 'open_settings']	{'plan': 'open_settings', 'arguments': {'setting_type': 'location_services'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'location'}}	pass	fail	fail	droidcall_tc.tsv
[]	Let's adjust the language & input settings on my phone.	Let's adjust the language & input settings on my phone.	['get_contact_info', 'open_settings', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIEW_CONTACT', 'ACTION_GET_RINGTONE']	{'plan': 'open_settings', 'arguments': {'setting_type': 'language'}}	{'plan': 'open_settings', 'arguments': {'setting_type': 'locale'}}	pass	fail	fail	droidcall_tc.tsv
[]	Search for the Golden Gate Bridge.	Search for the Golden Gate Bridge.	['search_location', 'open_settings', 'get_contact_info', 'ACTION_VIEW_CONTACT', 'send_message']	{'plan': 'search_location', 'arguments': {'query': 'Golden Gate Bridge'}}	{'plan': 'search_location', 'arguments': {'query': 'Golden Gate Bridge'}}	pass	pass	pass	droidcall_tc.tsv
[]	Locate the Lincoln Memorial in Washington, D.C. for me.	Locate the Lincoln Memorial in Washington, D.C. for me.	['web_search', 'INTENT_ACTION_VIDEO_CAMERA', 'open_settings', 'ACTION_SHOW_ALARMS', 'search_location']	{'plan': 'search_location', 'arguments': {'query': 'Lincoln Memorial, Washington, D.C'}}	{'plan': 'search_location', 'arguments': {'query': 'Lincoln Memorial, Washington, D.C.'}}	pass	fail	fail	droidcall_tc.tsv
[]	Please locate the Little Mermaid statue in Copenhagen.	Please locate the Little Mermaid statue in Copenhagen.	['search_location', 'get_contact_info', 'web_search', 'ACTION_GET_CONTENT', 'ACTION_OPEN_DOCUMENT']	{'plan': 'search_location', 'arguments': {'query': 'Little Mermaid statue, Copenhagen'}}	{'plan': 'search_location', 'arguments': {'query': 'Little Mermaid, Copenhagen'}}	pass	fail	fail	droidcall_tc.tsv
[]	I want to find out where the Pyramids of Giza are located. Please look it up.	I want to find out where the Pyramids of Giza are located. Please look it up.	['ACTION_VIDEO_CAPTURE', 'ACTION_GET_CONTENT', 'ACTION_GET_RINGTONE', 'search_location', 'ACTION_PICK']	{'plan': 'search_location', 'arguments': {'query': 'Pyramids of Giza'}}	{'plan': 'search_location', 'arguments': {'query': 'Pyramids of Giza'}}	pass	pass	pass	droidcall_tc.tsv
[]	Search for the University of Oxford on the map.	Search for the University of Oxford on the map.	['ACTION_GET_CONTENT', 'search_location', 'ACTION_PICK', 'open_settings', 'ACTION_GET_RINGTONE']	{'plan': 'search_location', 'arguments': {'query': 'University of Oxford'}}	{'plan': 'search_location', 'arguments': {'query': 'University of Oxford'}}	pass	pass	pass	droidcall_tc.tsv
[]	I want to find the geographic position of the Acropolis in Athens. Can you search it?	I want to find the geographic position of the Acropolis in Athens. Can you search it?	['INTENT_ACTION_VIDEO_CAMERA', 'web_search', 'search_location', 'ACTION_SET_ALARM', 'open_settings']	{'plan': 'search_location', 'arguments': {'query': 'Acropolis, Athens'}}	{'plan': 'search_location', 'arguments': {'query': 'Acropolis, Athens'}}	pass	pass	pass	droidcall_tc.tsv
[]	I'm looking for the location of the Metro Center station in Washington, D.C. Please search it.	I'm looking for the location of the Metro Center station in Washington, D.C. Please search it.	['ACTION_INSERT_EVENT', 'ACTION_IMAGE_CAPTURE', 'search_location', 'web_search', 'ACTION_SET_TIMER']	{'plan': 'search_location', 'arguments': {'query': 'Metro Center station Washington, D.C'}}	{'plan': 'search_location', 'arguments': {'query': 'Metro Center station, Washington, D.C.'}}	pass	fail	fail	droidcall_tc.tsv
[]	Could you search for 221B Baker Street?	Could you search for 221B Baker Street?	['dial', 'ACTION_VIEW_CONTACT', 'search_location', 'ACTION_VIDEO_CAPTURE', 'web_search']	{'plan': 'search_location', 'arguments': {'query': '221B Baker Street'}}	{'plan': 'search_location', 'arguments': {'query': '221B Baker Street'}}	pass	pass	pass	droidcall_tc.tsv
[]	Can you locate the Space Needle in Seattle?	Can you locate the Space Needle in Seattle?	['ACTION_SHOW_ALARMS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_EVENT', 'send_email', 'search_location']	{'plan': 'search_location', 'arguments': {'query': 'Space Needle, Seattle'}}	{'plan': 'search_location', 'arguments': {'query': 'Space Needle, Seattle'}}	pass	pass	pass	droidcall_tc.tsv
[]	Identify the location of Red Square in Moscow.	Identify the location of Red Square in Moscow.	['search_location', 'ACTION_GET_CONTENT', 'ACTION_INSERT_EVENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_EDIT_CONTACT']	{'plan': 'search_location', 'arguments': {'query': 'Red Square, Moscow'}}	{'plan': 'search_location', 'arguments': {'query': 'Red Square, Moscow'}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you send an email to emily@designstudio.com and attach design_sketches.pdf?	Could you send an email to emily@designstudio.com and attach design_sketches.pdf?	['ACTION_INSERT_EVENT', 'ACTION_SHOW_ALARMS', 'send_email', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_CONTENT']	{'plan': 'send_email', 'arguments': {'to': 'emily@designstudio.com', 'attachments': ['design_sketches.pdf']}}	{'plan': 'send_email', 'arguments': {'to': 'emily@designstudio.com', 'attachments': ['design_sketches.pdf']}}	pass	pass	pass	droidcall_tc.tsv
[]	Compose a quick email to bob@company.com and mention that I'll call him later.	Compose a quick email to bob@company.com and mention that I'll call him later.	['get_contact_info', 'ACTION_VIEW_CONTACT', 'send_email', 'ACTION_GET_CONTENT', 'dial']	"{'plan': 'send_email', 'arguments': {'to': 'bob@company.com', 'body': ""I'll call you later.""}}"	"{'plan': 'send_email', 'arguments': {'to': 'bob@company.com', 'body': ""I'll call him later.""}}"	pass	fail	fail	droidcall_tc.tsv
[]	Prepare an email for helen@school.edu to send her assignment submission, and attach image1.png and image2.png to it.	Prepare an email for helen@school.edu to send her assignment submission, and attach image1.png and image2.png to it.	['send_email', 'ACTION_SHOW_ALARMS', 'dial', 'ACTION_VIDEO_CAPTURE', 'get_contact_info']	{'plan': 'send_email', 'arguments': {'to': 'helen@school.edu', 'attachments': ['image1.png', 'image2.png']}}	{'plan': 'send_email', 'arguments': {'to': 'helen@school.edu', 'attachments': ['image1.png', 'image2.png']}}	pass	pass	pass	droidcall_tc.tsv
[]	Can you prepare an email for support@service.net with the subject 'Issue Report' stating that the issue persists?	Can you prepare an email for support@service.net with the subject 'Issue Report' stating that the issue persists?	['send_message', 'ACTION_INSERT_CONTACT', 'send_email', 'ACTION_PICK', 'ACTION_GET_RINGTONE']	{'plan': 'send_email', 'arguments': {'to': 'support@service.net', 'subject': 'Issue Report', 'body': 'The issue persists'}}	{'plan': 'send_email', 'arguments': {'to': 'support@service.net', 'subject': 'Issue Report', 'body': 'The issue persists'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to notify sarah@marketing.biz: subject 'Campaign Update' with message 'The latest campaign metrics are attached'.	I need to notify sarah@marketing.biz: subject 'Campaign Update' with message 'The latest campaign metrics are attached'.	['ACTION_PICK', 'get_contact_info', 'ACTION_GET_CONTENT', 'send_email', 'ACTION_CREATE_DOCUMENT']	{'plan': 'send_email', 'arguments': {'to': 'sarah@marketing.biz', 'subject': 'Campaign Update', 'body': 'The latest campaign metrics are attached'}}	{'plan': 'send_email', 'arguments': {'to': 'sarah@marketing.biz', 'subject': 'Campaign Update', 'body': 'The latest campaign metrics are attached'}}	pass	pass	pass	droidcall_tc.tsv
[]	Send an email to jessica@works.com to thank her for her assistance.	Send an email to jessica@works.com to thank her for her assistance.	['ACTION_VIEW_CONTACT', 'send_message', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_email', 'get_contact_info']	{'plan': 'send_email', 'arguments': {'to': 'jessica@works.com', 'subject': 'Thank you for your assistance'}}	{'plan': 'send_email', 'arguments': {'to': 'jessica@works.com', 'body': 'Thank you for your assistance'}}	pass	fail	fail	droidcall_tc.tsv
[]	Send an email to dave@workplace.org saying that the document is attached.	Send an email to dave@workplace.org saying that the document is attached.	['ACTION_SET_TIMER', 'send_email', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS', 'search_location']	{'plan': 'send_email', 'arguments': {'to': 'dave@workplace.org', 'body': 'the document is attached.'}}	{'plan': 'send_email', 'arguments': {'to': 'dave@workplace.org', 'body': 'the document is attached'}}	pass	fail	fail	droidcall_tc.tsv
[]	Please prepare an email for charles@startuphub.com with the message 'Looking forward to our meeting tomorrow.'	Please prepare an email for charles@startuphub.com with the message 'Looking forward to our meeting tomorrow.'	['web_search', 'ACTION_EDIT_CONTACT', 'send_email', 'ACTION_CREATE_DOCUMENT', 'ACTION_PICK']	{'plan': 'send_email', 'arguments': {'to': 'charles@startuphub.com', 'body': 'Looking forward to our meeting tomorrow.'}}	{'plan': 'send_email', 'arguments': {'to': 'charles@startuphub.com', 'body': 'Looking forward to our meeting tomorrow.'}}	pass	pass	pass	droidcall_tc.tsv
[]	Compose a message for jack@biotech.org that reads 'The experiment results are promising'.	Compose a message for jack@biotech.org that reads 'The experiment results are promising'.	['ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'web_search', 'ACTION_VIDEO_CAPTURE', 'send_email']	{'plan': 'send_email', 'arguments': {'to': 'jack@biotech.org', 'body': 'The experiment results are promising'}}	{'plan': 'send_email', 'arguments': {'to': 'jack@biotech.org', 'body': 'The experiment results are promising'}}	pass	pass	pass	droidcall_tc.tsv
[]	I need to fire off an email to frank@random.com to let him know we received his proposal.	I need to fire off an email to frank@random.com to let him know we received his proposal.	['get_contact_info', 'ACTION_VIEW_CONTACT', 'send_email', 'get_contact_info_from_uri', 'ACTION_SET_TIMER']	{'plan': 'send_email', 'arguments': {'to': 'frank@random.com', 'body': 'we received your proposal'}}	{'plan': 'send_email', 'arguments': {'to': 'frank@random.com', 'body': 'we received his proposal'}}	pass	fail	fail	droidcall_tc.tsv
[]	Kindly send a message to Mom that says 'I love you!'.	Kindly send a message to Mom that says 'I love you!'.	['send_message', 'ACTION_IMAGE_CAPTURE', 'ACTION_INSERT_EVENT', 'ACTION_VIDEO_CAPTURE', 'dial']	{'plan': 'send_message', 'arguments': {'to': 'Mom', 'message': 'I love you!'}}	{'plan': 'send_message', 'arguments': {'to': 'Mom', 'message': 'I love you!'}}	pass	pass	pass	droidcall_tc.tsv
[]	Please send a quick SMS to center reception +11234567890 saying 'Visitor has arrived' immediately.	Please send a quick SMS to center reception +11234567890 saying 'Visitor has arrived' immediately.	['search_location', 'ACTION_VIDEO_CAPTURE', 'send_message', 'ACTION_GET_CONTENT', 'get_contact_info']	{'plan': 'send_message', 'arguments': {'to': '+11234567890', 'message': 'Visitor has arrived'}}	{'plan': 'send_message', 'arguments': {'to': '+11234567890', 'message': 'Visitor has arrived'}}	pass	pass	pass	droidcall_tc.tsv
[]	Could you SMS my manager Erica saying 'I'll be working remotely today'?	Could you SMS my manager Erica saying 'I'll be working remotely today'?	['send_message', 'search_location', 'ACTION_VIDEO_CAPTURE', 'ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	"{'plan': 'send_message', 'arguments': {'to': 'Erica', 'message': ""I'll be working remotely today""}}"	"{'plan': 'send_message', 'arguments': {'to': 'Erica', 'message': ""I'll be working remotely today""}}"	pass	pass	pass	droidcall_tc.tsv
