conversation_history	rewrited_query	answer	device_response	unique_idx	candidates
[]	I need to notify sarah@marketing.biz: subject 'Campaign Update' with message 'The latest campaign metrics are attached'.	{'plan': 'send_email', 'arguments': {'to': 'sarah@marketing.biz', 'subject': 'Campaign Update', 'body': 'The latest campaign metrics are attached'}}	Okay, sending an email to sarah@marketing.biz with the subject 'Campaign Update' and the message 'The latest campaign metrics are attached'.	send_email-1237	['ACTION_PICK', 'get_contact_info', 'ACTION_GET_CONTENT', 'send_email', 'ACTION_CREATE_DOCUMENT']
[]	Send an email to jessica@works.com to thank her for her assistance.	{'plan': 'send_email', 'arguments': {'to': 'jessica@works.com', 'body': 'Thank you for your assistance'}}	Email sent to jessica@works.com to thank her for her assistance.	send_email-1233	['ACTION_VIEW_CONTACT', 'send_message', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'send_email', 'get_contact_info']
[]	Send an email to dave@workplace.org saying that the document is attached.	{'plan': 'send_email', 'arguments': {'to': 'dave@workplace.org', 'body': 'the document is attached'}}	Alright, I've composed an email to dave@workplace.org that says 'the document is attached'. Ready for your approval!	send_email-1221	['ACTION_SET_TIMER', 'send_email', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS', 'search_location']
[]	Please prepare an email for charles@startuphub.com with the message 'Looking forward to our meeting tomorrow.'	{'plan': 'send_email', 'arguments': {'to': 'charles@startuphub.com', 'body': 'Looking forward to our meeting tomorrow.'}}	Preparing the email for charles@startuphub.com with the message: Looking forward to our meeting tomorrow.	send_email-1267	['web_search', 'ACTION_EDIT_CONTACT', 'send_email', 'ACTION_CREATE_DOCUMENT', 'ACTION_PICK']
[]	Compose a message for jack@biotech.org that reads 'The experiment results are promising'.	{'plan': 'send_email', 'arguments': {'to': 'jack@biotech.org', 'body': 'The experiment results are promising'}}	Composing and sending the message 'The experiment results are promising' to jack@biotech.org.	send_email-1254	['ACTION_PICK', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'web_search', 'ACTION_VIDEO_CAPTURE', 'send_email']
[]	I need to fire off an email to frank@random.com to let him know we received his proposal.	{'plan': 'send_email', 'arguments': {'to': 'frank@random.com', 'body': 'we received his proposal'}}	No problem, I've prepared an email to frank@random.com to let him know we received his proposal. Ready to send!	send_email-1223	['get_contact_info', 'ACTION_VIEW_CONTACT', 'send_email', 'get_contact_info_from_uri', 'ACTION_SET_TIMER']
[]	Kindly send a message to Mom that says 'I love you!'.	{'plan': 'send_message', 'arguments': {'to': 'Mom', 'message': 'I love you!'}}	Sending 'I love you!' to Mom.	send_message-1278	['send_message', 'ACTION_IMAGE_CAPTURE', 'ACTION_INSERT_EVENT', 'ACTION_VIDEO_CAPTURE', 'dial']
[]	Please send a quick SMS to center reception +11234567890 saying 'Visitor has arrived' immediately.	{'plan': 'send_message', 'arguments': {'to': '+11234567890', 'message': 'Visitor has arrived'}}	Texted 'Visitor has arrived' to +11234567890.	send_message-1319	['search_location', 'ACTION_VIDEO_CAPTURE', 'send_message', 'ACTION_GET_CONTENT', 'get_contact_info']
[]	Could you SMS my manager Erica saying 'I'll be working remotely today'?	"{'plan': 'send_message', 'arguments': {'to': 'Erica', 'message': ""I'll be working remotely today""}}"	Text dispatched to Erica: I'll be working remotely today.	send_message-1304	['send_message', 'search_location', 'ACTION_VIDEO_CAPTURE', 'ACTION_SET_TIMER', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
[]	Send an SMS to +14155552671 saying 'Happy Birthday!'	{'plan': 'send_message', 'arguments': {'to': '+14155552671', 'message': 'Happy Birthday!'}}	SMS sent to +14155552671 with 'Happy Birthday!'	send_message-1277	['get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'send_message', 'ACTION_INSERT_CONTACT', 'send_email']
[]	Can you send an SMS to Jenny saying 'I'll pick you up at 7 PM'?	"{'plan': 'send_message', 'arguments': {'to': 'Jenny', 'message': ""I'll pick you up at 7 PM""}}"	Messaging Jenny: 'I'll pick you up at 7 PM'.	send_message-1321	['ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'send_message', 'dial', 'ACTION_INSERT_EVENT']
[]	Send a heartwarming SMS to Grandma: 'Love you always'.	{'plan': 'send_message', 'arguments': {'to': 'Grandma', 'message': 'Love you always'}}	A text has been sent to Grandma saying, 'Love you always'.	send_message-1307	['ACTION_PICK', 'send_message', 'ACTION_GET_CONTENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_INSERT_CONTACT']
[]	Send a quick SMS to the service desk at +1002003000 saying 'I need assistance with my account'.	{'plan': 'send_message', 'arguments': {'to': '+1002003000', 'message': 'I need assistance with my account'}}	Message sent to +1002003000: I need assistance with my account.	send_message-1281	['get_contact_info_from_uri', 'send_message', 'ACTION_IMAGE_CAPTURE', 'ACTION_SET_TIMER', 'ACTION_INSERT_EVENT']
[]	Could you text our IT department at +1000999888 to alert them 'Server downtime in progress'?	{'plan': 'send_message', 'arguments': {'to': '+1000999888', 'message': 'Server downtime in progress'}}	Text sent to +1000999888 with the message: Server downtime in progress.	send_message-1323	['ACTION_IMAGE_CAPTURE', 'ACTION_VIEW_CONTACT', 'ACTION_OPEN_DOCUMENT', 'ACTION_GET_CONTENT', 'send_message']
[]	Send a message saying 'Happy Anniversary!' to my spouse, Alex.	{'plan': 'send_message', 'arguments': {'to': 'Alex', 'message': 'Happy Anniversary!'}}	Okay, I've sent 'Happy Anniversary!' to Alex.	send_message-1315	['search_location', 'get_contact_info', 'send_message', 'ACTION_INSERT_EVENT', 'dial']
[]	Send a text notification to Customer Service at +1230984567: 'I need help with my order'.	{'plan': 'send_message', 'arguments': {'to': '+1230984567', 'message': 'I need help with my order'}}	Notification sent to +1230984567 with the message: I need help with my order.	send_message-1303	['ACTION_SHOW_ALARMS', 'ACTION_VIDEO_CAPTURE', 'send_message', 'ACTION_SET_ALARM', 'ACTION_GET_CONTENT']
[]	I'm interested in learning about cutting-edge robotics research. Can you look that up?	{'plan': 'web_search', 'arguments': {'query': 'cutting-edge robotics research'}}	Looking up cutting-edge robotics research now. The search results should cover areas like AI integration, bio-inspired robots and automation technologies.	web_search-1363	['web_search', 'send_email', 'ACTION_OPEN_DOCUMENT', 'ACTION_SET_TIMER', 'open_settings']
[]	I'd like to explore some recent articles on advancements in blockchain technology. Please search for them.	{'plan': 'web_search', 'arguments': {'query': 'recent articles on advancements in blockchain technology'}}	Okay, searching the web for recent articles on advancements in blockchain technology. You should see results covering the latest trends, applications, and research.	web_search-1338	['ACTION_GET_CONTENT', 'ACTION_SHOW_ALARMS', 'web_search', 'ACTION_CREATE_DOCUMENT', 'ACTION_GET_RINGTONE']
[]	I want to see the latest news on climate change. Please perform a web search.	{'plan': 'web_search', 'arguments': {'query': 'latest news on climate change'}}	No problem! Searching the web for 'latest news on climate change'. The search results will give you the most recent reports and updates.	web_search-1344	['ACTION_GET_RINGTONE', 'web_search', 'ACTION_INSERT_EVENT', 'open_settings', 'ACTION_EDIT_CONTACT']
[]	I want to know how to start freelancing online. Please search for guides on this topic.	{'plan': 'web_search', 'arguments': {'query': 'how to start freelancing online'}}	Okay, searching the web for guides on how to start freelancing online. Results include platforms like Upwork, Fiverr, and tips for creating a compelling profile.	web_search-1361	['get_contact_info', 'web_search', 'send_message', 'open_settings', 'ACTION_GET_CONTENT']
[]	Perform a web search for comprehensive guides on personal finance management.	{'plan': 'web_search', 'arguments': {'query': 'comprehensive guides on personal finance management'}}	I'm on it! Searching for comprehensive guides on personal finance management. Initial results highlight budgeting tips, investment strategies, and debt management.	web_search-1366	['ACTION_SET_TIMER', 'ACTION_SET_ALARM', 'ACTION_INSERT_EVENT', 'ACTION_PICK', 'web_search']
[]	I need a list of recipes that are both vegan and gluten-free. Can you search for them?	{'plan': 'web_search', 'arguments': {'query': 'vegan and gluten-free recipes'}}	Okay, searching for vegan and gluten-free recipes. The search results will show diverse culinary options for you.	web_search-1355	['ACTION_SET_ALARM', 'ACTION_SET_TIMER', 'get_contact_info_from_uri', 'web_search', 'open_settings']
[]	I need info on sustainable agriculture practices—can you search the web for it?	{'plan': 'web_search', 'arguments': {'query': 'sustainable agriculture practices'}}	Got it! I'm running a web search for 'sustainable agriculture practices'. The results will likely include methods for environmentally friendly farming and food production.	web_search-1341	['get_contact_info_from_uri', 'ACTION_GET_RINGTONE', 'ACTION_IMAGE_CAPTURE', 'web_search', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
[]	Do a web search for the current trends in wearable fitness technology.	{'plan': 'web_search', 'arguments': {'query': 'current trends in wearable fitness technology'}}	Got it. I'm searching for current trends in wearable fitness technology. Expect results on smartwatches, fitness trackers, and health monitoring systems.	web_search-1362	['ACTION_GET_RINGTONE', 'ACTION_OPEN_DOCUMENT', 'send_message', 'dial', 'web_search']
[]	I am interested in learning about trends in remote education techniques. Please look it up.	{'plan': 'web_search', 'arguments': {'query': 'trends in remote education techniques'}}	Searching for 'trends in remote education techniques'. Expect to see articles on virtual reality, AI tutoring, and personalized learning paths.	web_search-1374	['send_message', 'ACTION_GET_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_CONTACT', 'web_search']
[]	I need a search for the best hiking trails in national parks.	{'plan': 'web_search', 'arguments': {'query': 'best hiking trails in national parks'}}	Alright, let me find the 'best hiking trails in national parks' for you. Expect to see trails with varying difficulty and scenic views.	web_search-1372	['ACTION_GET_CONTENT', 'ACTION_INSERT_EVENT', 'web_search', 'ACTION_PICK', 'ACTION_SHOW_ALARMS']
