Query	answer	candidates
Can you tell me more about this topic?	{'plan': 'MixerBox_WebSearchG_web_search', 'arguments': {}}	['clinq', 'blockatlas', 'URLTool', 'ndricks_sports_api', 'MixerBox_WebSearchG_web_search']
Can you tell me my Personality Type?	{'plan': 'mbti', 'arguments': {}}	['AI2sql', 'website_performance_insights', 'chat_with_workspace', 'hadith', 'mbti']
Can you tell me the coastal information for Byron Bay?	{'plan': 'AusSurfReport', 'arguments': {}}	['Glowing', 'LawTool', 'Zapier', 'JobTool', 'AusSurfReport']
Can you tell me the coordinates of the ISS?	{'plan': 'locator', 'arguments': {}}	['search', 'rephrase', 'locator', 'ProductSearch', 'TalentOrg']
Can you tell me the information of the HDB car parks?	{'plan': 'hdbcarpark', 'arguments': {}}	['MixerBox_Translate_AI_language_tutor', 'SummarizeAnything_pr', 'hdbcarpark', 'CreditYelp', 'LawTool']
Can you tell me the length of this text?	{'plan': 'word_counter', 'arguments': {}}	['shimmer_daily', 'stellarexplorer', 'Chess', 'local', 'word_counter']
Can you tell me the ticket prices for the upcoming basketball game?	{'plan': 'smarttsicketsai', 'arguments': {}}	['smarttsicketsai', 'TicTacToe', 'magi_codex', 'VideoSummarizeTool', 'uk_politics']
Can you tell me what map is currently being used in APEX Legends Ranked?	{'plan': 'ApexMap', 'arguments': {}}	['MemoryTool', 'chatspot', 'ApexMap', 'TalentOrg', 'MapTool']
Can you tell me what proposed legislation is currently being discussed?	{'plan': 'QuiverQuantitative', 'arguments': {}}	['QuiverQuantitative', 'rephrase', 'timeport', 'Dr_Thoths_Tarot', 'TalentOrg']
Can you translate this sentence for me?	{'plan': 'MixerBox_WebSearchG_web_search', 'arguments': {}}	['MixerBox_WebSearchG_web_search', 'ExchangeTool', 'TripTool', 'ad4mat', 'wpinteract']
Can you transliterate this phrase into Japanese for me?	{'plan': 'speak', 'arguments': {}}	['themeparkhipster', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'speak', 'chatspot', 'LawTool']
Can you turn this text into a word cloud?	{'plan': 'WordCloud', 'arguments': {}}	['JobTool', 'NewsTool', 'keywordexplorer', 'ResearchHelper', 'WordCloud']
Could you analyze this text and create a word cloud?	{'plan': 'WordCloud', 'arguments': {}}	['Horoscopes_by_Inner_Self', 'magi_codex', 'WordCloud', 'RepoTool', 'stellarexplorer']
Could you give me some information on this company?	{'plan': 'chatspot', 'arguments': {}}	['socialsearch', 'Zapier', 'timemachine', 'chatspot', 'TripAdviceTool']
Could you help me extract text from a PDF file?	{'plan': 'ChatOCR', 'arguments': {}}	['ChatOCR', 'LarkBaseImporter', 'competitorppcads', 'keywordexplorer', 'locator']
Could you please find me a gif of a person laughing?	{'plan': 'GifApi', 'arguments': {}}	['hadith', 'MediaModifyTool', 'hacktrack', 'GifApi', 'Algorithma']
Could you please give me some advice on how to start gardening?	{'plan': 'IndoorPlants', 'arguments': {}}	['CourseTool', 'universal', 'IndoorPlants', 'Substack_IQ', 'ad4mat']
Could you provide me with some creative ideas for this image?	{'plan': 'social_media_muse', 'arguments': {}}	['Puzzle_Constructor', 'social_media_muse', 'clearbit_integration', 'diceroller', 'DietTool']
Could you tell me more about the brand data?	{'plan': 'brandfetch', 'arguments': {}}	['Discount', 'local', 'PolishTool', 'brandfetch', 'total_query_meta_search_engine']
Do you have a tool that can help me calculate the points for my cribbage hand?	{'plan': 'CribbageScorer', 'arguments': {}}	['DataRetrievalTool', 'clearbit_integration', 'StrologyTool', 'CribbageScorer', 'TicTacToe']
Do you have access to the ticket inventory?	{'plan': 'smarttsicketsai', 'arguments': {}}	['smarttsicketsai', 'social_media_muse', 'TalentOrg', 'IndoorPlants', 'ProductSearch']
Do you have any cooking tips I can use?	{'plan': 'recipe_retrieval', 'arguments': {}}	['DietTool', 'timemachine', 'recipe_retrieval', 'video_highlight', 'ph_ai_news_query']
Do you have any fun content?	{'plan': 'lsongai', 'arguments': {}}	['Zapier', 'BookTool', 'qreator', 'lsongai', 'CourseTool']
Do you have any information about space exploration?	{'plan': 'stellarexplorer', 'arguments': {}}	['ResearchHelper', 'stellarexplorer', 'noteable', 'CharityTool', 'WordCloud']
Do you have any information on COVID-19 safety guidance for US locations?	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	['hubbubworld_hubbub_1', 'locator', 'video_highlight', 'RestaurantBookingTool', 'StrologyTool']
Do you have any meal plans I can follow?	{'plan': 'recipe_retrieval', 'arguments': {}}	['brandfetch', 'Dr_Thoths_Tarot', 'recipe_retrieval', 'CranePumpsManuals', 'ndricks_sports_api']
Do you have any puzzles I can solve?	{'plan': 'Checkers', 'arguments': {}}	['Checkers', 'WebRewind', 'create_qr_code', 'aiAgents', 'RoboAd']
Do you have any puzzles I can try?	{'plan': 'Sudoku', 'arguments': {}}	['mbti', 'Sudoku', 'chat_with_workspace', 'themeparkhipster', 'reflect_notes']
Do you have any recommendations for Father's Day gifts?	{'plan': 'shimmer_daily', 'arguments': {}}	['shimmer_daily', 'MediaTool', 'diceroller', 'LarkBaseImporter', 'decision_journal']
Do you have any relevant links for a stand-up comedy gig?	{'plan': 'smarttsicketsai', 'arguments': {}}	['ai_council', 'haulingbuddies', 'smarttsicketsai', 'GifApi', 'ABCmouse']
Do you have any suggestions for activities for my little ones?	{'plan': 'ABCmouse', 'arguments': {}}	['mini_habits', 'Discount', 'EarthquakeTool', 'Dr_Thoths_Tarot', 'ABCmouse']
Do you know any recipes from Tasty's users?	{'plan': 'recipe_retrieval', 'arguments': {}}	['SASpeedCameras', 'calculator', 'recipe_retrieval', 'LawTool', 'NASATool']
Do you know the availability of HDB car parks?	{'plan': 'hdbcarpark', 'arguments': {}}	['word_sneak', 'KalendarAI', 'hdbcarpark', 'uk_politics', 'wpinteract']
Does Chatbot have a plugin for creating avatar videos?	{'plan': 'heygen', 'arguments': {}}	['CharityTool', 'SceneXplain', 'AutoInfra1', 'ArtCollection', 'heygen']
Does Chatbot support multiple apps?	{'plan': 'Zapier', 'arguments': {}}	['word_sneak', 'search', 'HousePurchasingTool', 'rephrase', 'Zapier']
Has my email been hacked?	{'plan': 'hacktrack', 'arguments': {}}	['MapTool', 'bramework', 'rephrase', 'WeatherTool', 'hacktrack']
How accessible is my website?	{'plan': 'website_performance_insights', 'arguments': {}}	['Bohita', 'ABCmouse', 'website_performance_insights', 'web_scraper', 'Sudoku']
How accurate is the representation of the historical period?	{'plan': 'timeport', 'arguments': {}}	['ProductComparison', 'bramework', 'timeport', 'internetSearch', 'stellarexplorer']
How can artificial intelligence help me in my Notion workspace?	{'plan': 'chat_with_workspace', 'arguments': {}}	['chat_with_workspace', 'KalendarAI', 'sakenowa', 'recipe_retrieval', 'Algorithma']
How can Chatbot help me with my emails?	{'plan': 'EmailByNylas', 'arguments': {}}	['EmailByNylas', 'webhooks', 'Zapier', 'CourseTool', 'socialsearch']
How can Chatbot respond to my emails?	{'plan': 'EmailByNylas', 'arguments': {}}	['CranePumpsManuals', 'PDF_Exporter', 'EmailByNylas', 'TicTacToe', 'ImageSearch']
How can I access data sets from the US Census?	{'plan': 'blockatlas', 'arguments': {}}	['socialsearch', 'qreator', 'blockatlas', 'Visla', 'CarYardBard']
How can I access information about my company's calls?	{'plan': 'buildbetter', 'arguments': {}}	['WebRewind', 'buildbetter', 'ph_ai_news_query', 'SASpeedCameras', 'web_scraper']
How can I access my server remotely?	{'plan': 'SSH', 'arguments': {}}	['SSH', 'PDF&URLTool', 'competitorppcads', 'PDF_Exporter', 'MixerBox_WebSearchG_web_search']
How can I access the Chatbot Plugin?	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	['uk_politics', 'URLTool', 'Dr_Thoths_Tarot', 'LawTool', 'calculator']
How can I advertise my business on Bing?	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	['noteable', 'TalentOrg', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'AppyPieAIAppBuilder', 'Agones']
How can I advertise my business on Google?	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	['korea_subway', 'ProductSearch', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'KalendarAI', 'CompanyInfoTool']
How can I analyze my data visually?	{'plan': 'LarkBaseImporter', 'arguments': {}}	['talkfpl', 'internetSearch', 'JobTool', 'LarkBaseImporter', 'chatspot']
How can I analyze my decisions?	{'plan': 'decision_journal', 'arguments': {}}	['webhooks', 'PodcastTool', 'decision_journal', 'ImageSearch', 'MyWritingCompanion']
How can I automate my tasks?	{'plan': 'dart', 'arguments': {}}	['bramework', 'shimmer_daily', 'hdbcarpark', 'dart', 'SASpeedCameras']
How can I automate the deployment of my web app?	{'plan': 'deployscript', 'arguments': {}}	['local', 'AusPetrolPrices', 'deployscript', 'KalendarAI', 'CribbageScorer']
How can I collaborate with my team on tasks?	{'plan': 'dart', 'arguments': {}}	['Magnetis', 'SEOTool', 'crafty_clues', 'themeparkhipster', 'dart']
How can I connect with companies globally?	{'plan': 'KalendarAI', 'arguments': {}}	['storybird_stories', 'KalendarAI', 'seoanalysis', 'clearbit_integration', 'diceroller']
How can I convert text to audio?	{'plan': 'speechki_tts_plugin', 'arguments': {}}	['word_sneak', 'dev', 'Dr_Thoths_Tarot', 'deployscript', 'speechki_tts_plugin']
How can I create a customized ERP system?	{'plan': 'tailor_erp', 'arguments': {}}	['smarttsicketsai', 'fundsdbsearch', 'sakenowa', 'tailor_erp', 'Magnetis']
How can I create a graphic for my design?	{'plan': 'Bohita', 'arguments': {}}	['web_requests', 'AppyPieAIAppBuilder', 'PDF&URLTool', 'Bohita', 'TicTacToe']
How can I create a notebook in Python?	{'plan': 'noteable', 'arguments': {}}	['Man_of_Many', 'noteable', 'GifApi', 'ph_ai_news_query', 'WeatherTool']
How can I create a Quick Response code?	{'plan': 'create_qr_code', 'arguments': {}}	['create_qr_code', 'KalendarAI', 'Horoscopes_by_Inner_Self', 'ChartTool', 'timeport']
How can I create a visually rich experience?	{'plan': 'SceneXplain', 'arguments': {}}	['ai_council', 'SceneXplain', 'tira', 'CTCP', 'storybird_stories']
How can I create an ASCII art with my text?	{'plan': 'Figlet', 'arguments': {}}	['blockatlas', 'internetSearch', 'KalendarAI', 'Figlet', 'AusSurfReport']
How can I create an avatar video?	{'plan': 'heygen', 'arguments': {}}	['total_query_meta_search_engine', 'NewsTool', 'heygen', 'BookTool', 'internetSearch']
How can I create an HTTP webhook?	{'plan': 'webhooks', 'arguments': {}}	['ApexMap', 'Glowing', 'webhooks', 'shimmer_daily', 'CharityTool']
How can I detect potential security threats on websites?	{'plan': 'hackit_web_scanner', 'arguments': {}}	['QuiverQuantitative', 'hackit_web_scanner', 'SSH', 'photorealistic', 'total_query_meta_search_engine']
How can I display the code as images?	{'plan': 'Creaticode_Extension_of_MIT_Scratch', 'arguments': {}}	['chatspot', 'QuiverQuantitative', 'Creaticode_Extension_of_MIT_Scratch', 'recipe_retrieval', 'AusSurfReport']
How can I earn points playing a chat game?	{'plan': 'word_sneak', 'arguments': {}}	['aiAgents', 'find_agency', 'word_sneak', 'KalendarAI', 'qreator']
How can I experience a virtual life?	{'plan': 'Algorithma', 'arguments': {}}	['CTCP', 'uk_politics', 'Algorithma', 'TicTacToe', 'mbti']
How can I explore my data?	{'plan': 'noteable', 'arguments': {}}	['noteable', 'EarthquakeTool', 'korea_subway', 'exportchat', 'brandfetch']
How can I explore the art gallery in the Metropolitan Museum of Art?	{'plan': 'ArtCollection', 'arguments': {}}	['AppyPieAIAppBuilder', 'ResearchFinder', 'hacktrack', 'ArtCollection', 'hubbubworld_hubbub_1']
How can I export a chat conversation into a PDF document?	{'plan': 'PDF_Exporter', 'arguments': {}}	['VideoSummarizeTool', 'universal', 'speak', 'PDF_Exporter', 'AusSurfReport']
How can I export my conversation?	{'plan': 'exportchat', 'arguments': {}}	['ABCmouse', 'exportchat', 'ai_council', 'ProductComparison', 'ResearchFinder']
How can I find a chord diagram for an E minor chord?	{'plan': 'uberchord', 'arguments': {}}	['ph_ai_news_query', 'HouseRentingTool', 'uberchord', 'find_agency', 'airqualityforeast']
How can I find AI-guided mentorship?	{'plan': 'search', 'arguments': {}}	['VideoSummarizeTool', 'Substack_IQ', 'SummarizeAnything_pr', 'MusicTool', 'search']
How can I find an interpreter for my meeting?	{'plan': 'speak', 'arguments': {}}	['speechki_tts_plugin', 'ShoppingAssistant', 'qreator', 'ChatOCR', 'speak']
How can I find and hire a freelance engineer?	{'plan': 'TalentOrg', 'arguments': {}}	['clinq', 'TicTacToe', 'form', 'TalentOrg', 'brandfetch']
How can I find high quality links?	{'plan': 'metaphor_search_api', 'arguments': {}}	['metaphor_search_api', 'VideoSummarizeTool', 'keywordexplorer', 'Planfit', 'themeparkhipster']
How can I find Islamic advice on making difficult decisions?	{'plan': 'hadith', 'arguments': {}}	['hadith', 'create_qr_code', 'mini_habits', 'ApexMap', 'CompanyInfoTool']
How can I find out a website's PPC ad history?	{'plan': 'competitorppcads', 'arguments': {}}	['blockatlas', 'CourseTool', 'recipe_retrieval', 'C3_Glide', 'competitorppcads']
How can I form new habits with mini habits?	{'plan': 'mini_habits', 'arguments': {}}	['mini_habits', 'CourseTool', 'local', 'Figlet', 'ApexMap']
How can I generate audio from text?	{'plan': 'speechki_tts_plugin', 'arguments': {}}	['lsongai', 'CompanyInfoTool', 'crafty_clues', 'speechki_tts_plugin', 'talkfpl']
How can I generate photorealistic prompts for Midjourney?	{'plan': 'photorealistic', 'arguments': {}}	['storybird_stories', 'heygen', 'DietTool', 'timeport', 'photorealistic']
How can I generate revenue with no effort?	{'plan': 'KalendarAI', 'arguments': {}}	['MixerBox_WebSearchG_web_search', 'Talkface_IELTS_Prep', 'MusicTool', 'haulingbuddies', 'KalendarAI']
How can I generate templates for visuals?	{'plan': 'placid', 'arguments': {}}	['placid', 'WebsiteTool', 'sakenowa', 'Agones', 'abc_to_audio']
How can I get a snapshot of this website at a certain date?	{'plan': 'WebRewind', 'arguments': {}}	['total_query_meta_search_engine', 'WebRewind', 'CTCP', 'clinq', 'TalentOrg']
How can I get information about ranking difficulty?	{'plan': 'bramework', 'arguments': {}}	['bramework', 'AbleStyle', 'timemachine', 'hacktrack', 'webhooks']
How can I get insights from top product experts?	{'plan': 'kraftful', 'arguments': {}}	['kraftful', 'CreditYelp', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'MemeTool', 'bramework']
How can I get personalised learning for the IELTS speaking exam?	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	['cloudflare_radar', 'buildbetter', 'Talkface_IELTS_Prep', 'locator', 'DietTool']
How can I get real-time insights into Internet data?	{'plan': 'cloudflare_radar', 'arguments': {}}	['cloudflare_radar', 'LawTool', 'CourseTool', 'DietTool', 'jini']
How can I have an intelligent conversation in my Notion workspace?	{'plan': 'chat_with_workspace', 'arguments': {}}	['clinical_trial_radar', 'ResumeTool', 'BookTool', 'chat_with_workspace', 'social_media_muse']
How can I import structured data?	{'plan': 'LarkBaseImporter', 'arguments': {}}	['recipe_retrieval', 'LarkBaseImporter', 'clinq', 'timemachine', 'universal']
How can I improve my website's SEO?	{'plan': 'website_performance_insights', 'arguments': {}}	['RepoTool', 'ResumeTool', 'website_performance_insights', 'speechki_tts_plugin', 'SceneXplain']
How can I integrate multiple AI agents into the same task?	{'plan': 'aiAgents', 'arguments': {}}	['aiAgents', 'NASATool', 'MemeTool', 'storybird_stories', 'ApexMap']
How can I learn design quickly?	{'plan': 'search', 'arguments': {}}	['Tax_Calculator', 'search', 'AbleStyle', 'rephrase', 'mbti']
How can I make a note of this conversation?	{'plan': 'reflect_notes', 'arguments': {}}	['ProductSearch', 'noteable', 'reflect_notes', 'Figlet', 'magi_codex']
How can I make better decisions?	{'plan': 'decision_journal', 'arguments': {}}	['universal', 'PDF&URLTool', 'web_scraper', 'decision_journal', 'ShoppingAssistant']
How can I make changes to my code?	{'plan': 'AutoInfra1', 'arguments': {}}	['GifApi', 'dev', 'tailor_erp', 'LarkBaseImporter', 'AutoInfra1']
How can I make sure I'm getting the best deal?	{'plan': 'copilot', 'arguments': {}}	['copilot', 'AbleStyle', 'timeport', 'Sudoku', 'deployscript']
How can I make the process more efficient?	{'plan': 'aiAgents', 'arguments': {}}	['hdbcarpark', 'ExchangeTool', 'SEOTool', 'aiAgents', 'MixerBox_WebSearchG_web_search']
How can I make the program easier to read?	{'plan': 'Creaticode_Extension_of_MIT_Scratch', 'arguments': {}}	['CreditYelp', 'AI2sql', 'form', 'Creaticode_Extension_of_MIT_Scratch', 'keyplays_football']
How can I make this experience as immersive as possible?	{'plan': 'timeport', 'arguments': {}}	['word_counter', 'clearbit_integration', 'timeport', 'Puzzle_Constructor', 'locator']
How can I manage my data?	{'plan': 'LarkBaseImporter', 'arguments': {}}	['LarkBaseImporter', 'WebRewind', 'bramework', 'CharityTool', 'portfoliopilot']
How can I measure the success of my advertising campaigns?	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	['ApexMap', 'HouseRentingTool', 'socialsearch', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'MusicTool']
How can I optimize my content using keywords?	{'plan': 'keywordexplorer', 'arguments': {}}	['PodcastTool', 'AusSurfReport', 'keywordexplorer', 'metaphor_search_api', 'speak']
How can I quickly count the points for my cribbage cards?	{'plan': 'CribbageScorer', 'arguments': {}}	['TicTacToe', 'champdex', 'CribbageScorer', 'FinanceTool', 'themeparkhipster']
How can I reach potential customers globally?	{'plan': 'KalendarAI', 'arguments': {}}	['IndoorPlants', 'hubbubworld_hubbub_1', 'champdex', 'KalendarAI', 'kraftful']
How can I remember my decisions?	{'plan': 'decision_journal', 'arguments': {}}	['TicTacToe', 'ResearchHelper', 'AusSurfReport', 'decision_journal', 'Glowing']
How can I retrieve data related to Internet usage?	{'plan': 'cloudflare_radar', 'arguments': {}}	['CreditYelp', 'cloudflare_radar', 'NASATool', 'ShoppingAssistant', 'ChartTool']
How can I review my decisions?	{'plan': 'decision_journal', 'arguments': {}}	['ph_ai_news_query', 'decision_journal', 'AutoInfra1', 'GameTool', 'Broadway']
How can I save a copy of my conversation?	{'plan': 'exportchat', 'arguments': {}}	['ShoppingAssistant', 'haulingbuddies', 'airqualityforeast', 'WebsiteTool', 'exportchat']
How can I stylize the PDF version of my chat conversation?	{'plan': 'PDF_Exporter', 'arguments': {}}	['rephrase', 'PDF_Exporter', 'MixerBox_WebSearchG_web_search', 'website_performance_insights', 'TripTool']
How can I track all of the calls my company makes?	{'plan': 'buildbetter', 'arguments': {}}	['web_requests', 'Checkers', 'chatspot', 'wpinteract', 'buildbetter']
How can I transform my text into an ASCII font?	{'plan': 'Figlet', 'arguments': {}}	['ad4mat', 'NewsTool', 'ai_council', 'MusicTool', 'Figlet']
How can I turn my app idea into an Android/iOS app?	{'plan': 'AppyPieAIAppBuilder', 'arguments': {}}	['storybird_stories', 'Man_of_Many', 'AppyPieAIAppBuilder', 'Algorithma', 'sakenowa']
How can I turn my text into a cool ASCII font?	{'plan': 'Figlet', 'arguments': {}}	['total_query_meta_search_engine', 'hubbubworld_hubbub_1', 'Figlet', 'TripTool', 'ChartTool']
How can I use a plugin for creating images with Midjourney?	{'plan': 'photorealistic', 'arguments': {}}	['Checkers', 'korea_subway', 'mini_habits', 'photorealistic', 'tira']
How can I use daily actions to form new habits?	{'plan': 'mini_habits', 'arguments': {}}	['mini_habits', 'KalendarAI', 'VideoSummarizeTool', 'LarkBaseImporter', 'Sudoku']
How can I use keywords to boost my content?	{'plan': 'keywordexplorer', 'arguments': {}}	['what_to_watch', 'Glowing', 'ArtCollection', 'lsongai', 'keywordexplorer']
How can I use live chat to increase sales?	{'plan': 'KalendarAI', 'arguments': {}}	['HousePurchasingTool', 'GifApi', 'KalendarAI', 'WebsiteTool', 'storybird_stories']
How can I use Notion as a collaboration tool?	{'plan': 'chat_with_workspace', 'arguments': {}}	['LarkBaseImporter', 'chat_with_workspace', 'Creaticode_Extension_of_MIT_Scratch', 'uk_politics', 'URLTool']
How can I use performance marketing to make money?	{'plan': 'ad4mat', 'arguments': {}}	['total_query_meta_search_engine', 'Figlet', 'ad4mat', 'MapTool', 'GiftTool']
How can I use the Scratch plugin?	{'plan': 'Creaticode_Extension_of_MIT_Scratch', 'arguments': {}}	['MusicTool', 'clinical_trial_radar', 'dart', 'speak', 'Creaticode_Extension_of_MIT_Scratch']
How can I use web security technology to protect me online?	{'plan': 'hackit_web_scanner', 'arguments': {}}	['hackit_web_scanner', 'uberchord', 'MixerBox_WebSearchG_web_search', 'Bohita', 'Zapier']
How can I view potential candidates' profiles?	{'plan': 'TalentOrg', 'arguments': {}}	['FinanceTool', 'PDF_Exporter', 'TalentOrg', 'talkfpl', 'KalendarAI']
How can I view products from Tira's marketplace?	{'plan': 'tira', 'arguments': {}}	['TalentOrg', 'themeparkhipster', 'tira', 'korea_subway', 'search']
How can I write an email to apply for a job?	{'plan': 'dover_outreach', 'arguments': {}}	['KalendarAI', 'JobTool', 'dover_outreach', 'WebRewind', 'total_query_meta_search_engine']
How can StoreYa help me with my advertising needs?	{'plan': 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'arguments': {}}	['Review', 'placid', 'clearbit_integration', 'WordCloud', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click']
How can Talkface help me with IELTS speaking?	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	['Talkface_IELTS_Prep', 'ResearchFinder', 'QuiverQuantitative', 'buildbetter', 'timemachine']
How do context operators work?	{'plan': 'clinical_trial_radar', 'arguments': {}}	['Visla', 'word_sneak', 'Now', 'FinanceTool', 'clinical_trial_radar']
How do I access data from Clearbit?	{'plan': 'clearbit_integration', 'arguments': {}}	['find_agency', 'PolishTool', 'Horoscopes_by_Inner_Self', 'clearbit_integration', 'competitorppcads']
How do I access tweets using the Twitter API?	{'plan': 'socialsearch', 'arguments': {}}	['Tax_Calculator', 'ExchangeTool', 'dover_outreach', 'decision_journal', 'socialsearch']
How do I activate the Do Not Disturb feature?	{'plan': 'clinq', 'arguments': {}}	['timemachine', 'shimmer_daily', 'SASpeedCameras', 'clinq', 'timeport']
How do I book meetings with potential customers?	{'plan': 'KalendarAI', 'arguments': {}}	['find_agency', 'speak', 'internetSearch', 'form', 'KalendarAI']
How do I check the results of my dice roll?	{'plan': 'diceroller', 'arguments': {}}	['hdbcarpark', 'speak', 'hubbubworld_hubbub_1', 'AI2sql', 'diceroller']
How do I communicate with someone who speaks a different language?	{'plan': 'MixerBox_Translate_AI_language_tutor', 'arguments': {}}	['buildbetter', 'ResumeTool', 'aiAgents', 'Substack_IQ', 'MixerBox_Translate_AI_language_tutor']
How do I convert natural language text into an SQL query?	{'plan': 'AI2sql', 'arguments': {}}	['CribbageScorer', 'AI2sql', 'brandfetch', 'hubbubworld_hubbub_1', 'copilot']
How do I deploy my webhook?	{'plan': 'webhooks', 'arguments': {}}	['webhooks', 'BookTool', 'MediaTool', 'Visla', 'CribbageScorer']
How do I ensure high-quality content?	{'plan': 'MyWritingCompanion', 'arguments': {}}	['hackit_web_scanner', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'MyWritingCompanion', 'hacktrack', 'SASpeedCameras']
How do I execute code in a notebook?	{'plan': 'noteable', 'arguments': {}}	['Figlet', 'MyWritingCompanion', 'noteable', 'smarttsicketsai', 'PolishTool']
How do I find public and private studies?	{'plan': 'clinical_trial_radar', 'arguments': {}}	['clinical_trial_radar', 'ProductComparison', 'FinanceTool', 'PolishTool', 'CharityTool']
How do I find the fastest route to get from Hongik University Station to Myeongdong Station?	{'plan': 'korea_subway', 'arguments': {}}	['assetOvi', 'Planfit', 'SSH', 'korea_subway', 'CTCP']
How do I generate a QR code quickly?	{'plan': 'qreator', 'arguments': {}}	['Horoscopes_by_Inner_Self', 'AutoInfra1', 'HouseRentingTool', 'qreator', 'wpinteract']
How do I generate an SQL query from natural language text?	{'plan': 'AI2sql', 'arguments': {}}	['socialsearch', 'AI2sql', 'ShoppingAssistant', 'chatspot', 'airqualityforeast']
How do I get a manual for a pump with model number XYZ?	{'plan': 'CranePumpsManuals', 'arguments': {}}	['CranePumpsManuals', 'sakenowa', 'Figlet', 'heygen', 'ChatOCR']
How do I get from Gwanghwamun Station to Incheon Airport?	{'plan': 'korea_subway', 'arguments': {}}	['ProductSearch', 'internetSearch', 'Dr_Thoths_Tarot', 'korea_subway', 'timeport']
How do I guess the word you are trying to clue?	{'plan': 'crafty_clues', 'arguments': {}}	['qreator', 'MemoryTool', 'Puzzle_Constructor', 'crafty_clues', 'AusSurfReport']
How do I have a conversation with a League of Legends champion?	{'plan': 'champdex', 'arguments': {}}	['Review', 'CompanyInfoTool', 'ResearchFinder', 'assetOvi', 'champdex']
How do I hire remote writers?	{'plan': 'MyWritingCompanion', 'arguments': {}}	['MyWritingCompanion', 'CranePumpsManuals', 'tira', 'hacktrack', 'socialsearch']
How do I import spreadsheets to Lark Base?	{'plan': 'LarkBaseImporter', 'arguments': {}}	['magi_codex', 'LarkBaseImporter', 'DataRetrievalTool', 'RoboAd', 'shimmer_daily']
How do I integrate chat into my Notion workspace?	{'plan': 'chat_with_workspace', 'arguments': {}}	['bramework', 'LarkBaseImporter', 'FinanceTool', 'form', 'chat_with_workspace']
How do I interact with Chatbot to play chess?	{'plan': 'Chess', 'arguments': {}}	['Chess', 'buildbetter', 'MediaModifyTool', 'LarkBaseImporter', 'total_query_meta_search_engine']
How do I interact with the characters in the game?	{'plan': 'timeport', 'arguments': {}}	['NewsTool', 'LarkBaseImporter', 'timeport', 'timemachine', 'clinq']
How do I make a car sales advertisement?	{'plan': 'CarYardBard', 'arguments': {}}	['Horoscopes_by_Inner_Self', 'calculator', 'speechki_tts_plugin', 'CarYardBard', 'brandfetch']
How do I make a QR code for a website link?	{'plan': 'create_qr_code', 'arguments': {}}	['champdex', 'create_qr_code', 'mbti', 'bramework', 'PDF_Exporter']
How do I make a QR code quickly?	{'plan': 'qreator', 'arguments': {}}	['qreator', 'hadith', 'shimmer_daily', 'mini_habits', 'clinical_trial_radar']
How do I make images from a template?	{'plan': 'placid', 'arguments': {}}	['deployscript', 'exportchat', 'ad4mat', 'placid', 'AbleStyle']
How do I make international payments for a freelancer hire?	{'plan': 'TalentOrg', 'arguments': {}}	['WebsiteTool', 'LawTool', 'talkfpl', 'web_requests', 'TalentOrg']
How do I make sure I'm getting singular forms when searching for plurals?	{'plan': 'metaphor_search_api', 'arguments': {}}	['Agones', 'reflect_notes', 'ad4mat', 'metaphor_search_api', 'ABCmouse']
How do I make sure my content is error-free?	{'plan': 'MyWritingCompanion', 'arguments': {}}	['rephrase', 'MyWritingCompanion', 'AusPetrolPrices', 'SuperchargeMyEV', 'word_counter']
How do I manage my CLINQ Account?	{'plan': 'clinq', 'arguments': {}}	['IndoorPlants', 'Puzzle_Constructor', 'clinq', 'internetSearch', 'decision_journal']
How do I manage my projects effectively?	{'plan': 'dart', 'arguments': {}}	['dart', 'C3_Glide', 'ad4mat', 'ChatOCR', 'chatspot']
How do I manage my servers?	{'plan': 'AutoInfra1', 'arguments': {}}	['SEOTool', 'SceneXplain', 'dover_outreach', 'AutoInfra1', 'champdex']
How do I manage my webhooks?	{'plan': 'webhooks', 'arguments': {}}	['WebRewind', 'fundsdbsearch', 'JobTool', 'ExchangeTool', 'webhooks']
How do I monetize my outgoing traffic?	{'plan': 'ad4mat', 'arguments': {}}	['shimmer_daily', 'ad4mat', 'clinq', 'Review', 'what_to_watch']
How do I play a word guessing game with the AI?	{'plan': 'crafty_clues', 'arguments': {}}	['photorealistic', 'LarkBaseImporter', 'crafty_clues', 'Review', 'Chess']
